nomeLocalidade;estado;Cidade tem Aluno;Probabilidade;População residente;Densidade demográfica;Porcentagem de Jovens;Porcentagem de Ativos;Porcentagem de Idosos;Taxa de Urbanização;Taxa de Saneamento Básico;Ativos com Baixo Nível Educacional;Ativos com Médio Nível Educacional;Ativos com Alto Nível Educacional;Percentual de estrangeiros ao total de Trabalhadores;PIB Municipal;Estudantes Ensino primário;Estudantes Ensino secundário;Estudantes Ensino superior;Óbitos até 1 ano de idade por milhares de habitantes;Óbitos por milhares de habitantes;Nascidos por milhares de habitantes;Hospitais por milhares de habitantes;Médicos por milhares de habitantes;% de pobres;IDH;Percentual de trabalhadores especializados;Valores de Importação por 10,000 habitantes;Valores de Exportação por 10,000 habitantes;Número de hotéis por 10,000 habitantes;Percentual de empresas do setor primário em relação ao total;Percentual de empresas do setor secundário em relação ao total;Percentual de empresas do setor terciário em relação ao total;Percentual de trabalhadores do setor primário em relação ao total;Percentual de trabalhadores do setor secundário em relação ao total;Percentual de trabalhadores do setor terciário em relação ao total;Média Salarial;Produtividade;Taxa de desemprego dos jovens;Taxa de desemprego;Número de trabalhadores(Comerciais, hotéis e restaurantes) por 1,000 habitantes;Número de ativos culturais e de lazer por 10,000 habitantes
ipiranga de goiás;Goiás;Não;1,0714161e-05;-0,15459491;-2,7545087;0,285843;0,18512388;-0,22938609;0,15809149;-0,30280697;-0,3575109;-1,3265824;-1,022942;-0,49325523;-0,26259854;-0,12147521;-0,21693076;-1,0306247;0,06239572;0,5504227;-0,4350552;-1,4798265;-0,15789469;-0,17305747;-0,19778815;-0,41366437;-0,5108772;-0,33064377;0,067077115;0,1500685;0,06270831;0,16457811;0,070242524;-0,19397527;0,4595009;-0,5205652;-0,31315723;-0,018101411;-0,3600657;0,3771924;0,05051165
juruena;Mato Grosso;Não;1,071269e-05;-0,16972591;-2,5106473;-0,5341812;-0,7430724;-0,06629333;0,15081328;-0,36642414;-0,35106608;-1,322745;-0,9873925;-0,35638365;-0,3418881;-0,13493428;-0,2473605;-0,96264595;0,13465413;0,430141;-0,25613287;-1,3890318;-0,13345754;-0,13045722;-0,24537538;-0,38426256;-0,46842456;0,04892228;-0,18954594;0,29049754;0,042556606;0,19452381;0,7301912;-0,18766259;0,4982835;-0,42970604;-0,32485235;-0,014392158;-0,326262;0,28908178;0,030385418
são roque de minas;Minas Gerais;Não;1,0712311e-05;-0,17211226;-2,854542;0,24514042;0,3378486;-0,11832489;0,174211;0,16852696;-0,45572603;-1,4442751;-0,96270114;0,3501633;-0,2845685;-0,17047156;-0,23363909;-1,0939637;0,07091087;-0,096064106;-0,48824042;-1,4423234;-0,009745807;-0,17140661;-0,44675058;-0,38176033;-0,4923458;-0,39256683;-0,19286817;0,17279388;-0,21165545;-0,034058623;0,4716341;-0,14481078;0,40705708;-0,48549944;-0,3193392;-0,026227418;-0,36887336;0,31566006;0,04660897
ramilândia;Paraná;Não;1,0708442e-05;-0,26132214;-2,8523564;-0,59763616;-0,6939323;-0,0783616;0,04891818;-0,31304166;-0,34004518;-1,4221545;-0,9802498;-0,13753597;-0,36523262;-0,12879992;-0,25698167;-1,0201718;-0,36329937;0,4729479;-0,16602927;-1,2844945;-0,16486202;-0,18322241;-0,20509721;0,44183868;-0,33586776;-0,0843145;0,05810172;0,26103997;0,02294707;0,16983742;0,59755486;-0,1766608;0,45314348;-0,5674047;-0,15563014;-0,038030576;-0,42042354;0,29367313;0,038482204
colinas do tocantins;Tocantins;Não;1,0697438e-05;-0,1271423;-3,0865443;-0,8488918;-1,0310214;0,186862;0,13148463;-0,36725533;-0,27646488;-1,3644482;-0,091525055;-0,4380765;-0,3984959;-0,26460016;-0,24921386;-0,5825075;-0,31112063;0,08943346;0,28308463;-0,9763039;-0,19820248;-0,21520074;-0,2778749;0,56192315;0,24871288;0,00029665465;-0,22280581;0,016954398;-0,31146047;-0,54569477;0,5063979;-0,151005;-0,01609399;-0,511504;-0,32673696;-0,031204455;-0,0050723543;0,4152313;0,050383184
queimadas;Paraíba;Não;1,0691145e-05;-0,10163715;-1,0813217;-0,8115951;-1,0128062;-0,17616245;0,044880286;-0,049978927;-0,5504657;-1,3032476;-1,3011626;-0,440819;-0,45425072;-0,19167867;-0,23954292;-1,1112828;-0,2607295;-0,026341295;-0,28936332;-1,1467128;-0,14807752;-0,2229794;-0,22557013;0,5264155;-0,20266175;-0,039435685;0,06561361;0,08852794;-0,06341159;0,20731723;0,00480445;-0,1385553;0,48066664;-0,5823665;-0,43656844;-0,0330177;0,07277802;0,36782548;0,04662194
uruçuca;Bahia;Não;1,0689962e-05;-0,2768961;-2,5312388;-0,66896766;-0,84360003;-0,11015128;0,12669562;0,248152;-0,462627;-1,3733729;-0,9364133;0,10642076;-0,3642138;-0,22595719;-0,2912035;-1,1252944;-0,5157164;0,008719936;0,26493207;-0,3568303;-0,17529745;-0,19002256;-0,24190523;-0,6635476;-0,4318754;-0,22760063;-0,22756238;0,32405558;-0,16576467;0,31222272;0,6207204;-0,1766953;0,42477256;-0,47221985;-0,2925264;-0,27623942;0,06398428;0,34687763;0,039783567
careaçu;Minas Gerais;Não;1,06743355e-05;-0,26831296;-2,643242;0,028044073;-0,44448653;-0,13084276;0,12855686;0,23285137;-0,45483607;-1,5774155;-1,0691621;-0,51624763;-0,5649564;-0,19350654;-0,3369135;-1,2000961;-0,42882216;0,056430146;-0,32843643;0,435135;-0,19021146;0,047777604;-0,24581884;-0,704272;-0,4196077;-0,1759688;-0,29411784;0,32981652;-0,038871743;0,16864184;0,53740776;-0,21324515;0,453106;-0,4673351;-0,38505247;-0,023357816;-0,1391628;0,23172997;0,066939406
felisburgo;Minas Gerais;Não;1,0670295e-05;-0,26593253;-2,4631548;-0,72657293;-0,82355225;-0,17690438;0,023419889;0,24253249;-0,43494174;-1,462802;-0,97413903;-0,5931375;-0,52013713;-0,22653833;-0,2735566;-1,1666852;-0,30747485;-0,4754617;0,26989895;0,42707556;-0,24638534;-0,22792175;-0,22193901;0,14933677;-0,26221836;0,0669089;0,09093057;-0,88290924;0,10840712;0,3423065;0,6684975;-0,16356653;0,39321312;-0,51622534;-0,2999985;-0,22747393;0,07183122;0,28915334;0,05787102
prado;Bahia;Não;1,0664211e-05;-0,12828167;-2,697343;-0,6155602;-0,8253899;0,18142162;0,13834867;-0,3535232;-0,4411582;-1,3314205;-1,0392269;-0,13115866;-0,3402929;-0,1706783;-0,2343276;-1,0326024;-0,02869524;0,43382937;0,2211207;-1,3972056;-0,16159028;-0,16932191;-0,30473113;-0,3832913;-0,4730186;-0,3334618;-0,20171572;0,2626944;-0,1699678;0,38394603;0,6647227;-0,17689864;0,4296879;-0,47881326;-0,33295667;0,041817773;0,104534574;0,32714406;0,024554392
andradina;São Paulo;Não;1,06445705e-05;-0,28891692;-3,4365687;0,30364555;0,29150492;-0,1862801;0,17271586;0,15743795;-0,39158732;-0,50655854;-0,096047044;-0,5113869;0,7560218;-0,334641;-0,07821598;-1,127871;-0,27107018;-0,50963205;-0,34320572;-1,754904;-0,17234531;0,091246784;0,49539325;-0,44422197;-0,56462395;-0,2965955;-0,2530641;0,30071843;-0,1408685;-0,62892044;0,4805608;-0,16306579;-0,46645465;-0,44305742;0,05006183;-0,0148580475;-0,13226494;-0,38326478;0,100529805
itanhangá;Mato Grosso;Não;1,0627489e-05;-0,19391146;-2,6681855;-0,59446335;-0,8179511;-0,061756153;0,14285442;-0,37023336;-0,40475488;-1,3530082;-0,9922324;-0,35961515;-0,3758484;-0,14510122;-0,2473605;-1,1491368;0,1277372;0,35660782;0,2535426;-1,6165825;-0,13948554;-0,1459627;-0,035847142;-0,37567884;-0,47791952;-0,26548645;0,031425126;0,2942624;0,052688047;0,17529374;0,716188;-0,24221262;0,41590154;-0,41685826;-0,12207249;-0,011622738;-0,06784219;0,30926684;0,03310425
viçosa;Alagoas;Não;1,062209e-05;-0,10323228;-1,3240352;-0,6451305;-0,82954574;0,20163783;0,16087843;-0,3585497;-0,47684225;-1,1964456;-1,0749102;-0,38723946;-0,40245768;-0,21075696;-0,255111;-0,9081311;-0,53608847;0,005662098;0,26632163;-1,3736541;-0,1636101;-0,18020363;-0,31852162;-0,5071681;-0,47491103;-0,24239393;0,06300316;0,26378164;-0,22049798;0,3064142;0,7034874;-0,19082339;0,43613377;-0,5232972;-0,3284637;-0,3892071;0,07336959;0,36555746;0,032210022
tabuleiro;Minas Gerais;Não;1,0619547e-05;-0,14776744;-2,7403235;0,27138275;-0,6569495;-0,20605944;0,14970115;0,13134873;-0,45319963;-1,4767312;-0,9899866;-0,18382996;-0,3978495;-0,122309364;-0,25619447;-1,2005416;0,027245868;0,31025553;-0,3727395;-1,497562;0,021966679;-0,16592036;-0,16889568;-0,4767824;-0,4162823;-0,28221124;0,05353374;0,16969456;0,011841234;0,14741352;0,49048626;-0,17181748;0,4489711;-0,49387378;-0,31053564;-0,039510023;-0,07796229;0,29162785;0,037367553
mossâmedes;Goiás;Não;1,0617522e-05;-0,16625607;-2,9010403;0,23463717;0,045963913;-0,23491138;0,086276;-0,28001332;-0,4188315;-1,4606655;-1,0226828;-0,44654307;-0,3838792;-0,16312787;-0,22934873;-1,11816;-0,16714884;-0,009532966;-0,4456034;-1,3664187;-0,15480915;-0,16307595;-0,25106066;0,39579025;-0,3973443;-0,25817633;0,06349634;0,0979505;-0,020379014;0,1492055;0,5054585;-0,2053353;0,44110435;-0,5697407;-0,3374895;0,06018585;0,028678037;0,26416603;0,055465437
moju;Pará;Não;1,06085645e-05;-0,15915602;-2,5350266;-0,65212405;-0,9004328;-0,06788014;0,164659;-0,40309864;-0,4222931;-1,2525944;-1,0877973;-0,3595793;-0,36688942;-0,06827517;-0,21065655;-0,7507528;-0,44753587;0,3153493;0,26786223;-1,4811705;-0,16899224;-0,16462384;-0,33026832;-0,39418805;-0,38981462;0,12768787;0,057999536;0,29751706;0,010932863;0,17365688;0,71704257;-0,1984864;0,46129337;-0,45807454;-0,33930323;-0,007139491;-0,06490784;0,31059644;0,03242249
vila boa;Goiás;Não;1,060288e-05;-0,25743046;-2,6379035;-0,61869335;-0,6803658;-0,08353816;0,102185786;-0,32951316;-0,3657412;-0,78653467;-1,004664;-0,36176568;-0,39847416;-0,14533983;-0,2525253;-1,1062757;-0,510199;0,37850863;-0,27363646;-1,2769339;-0,1493131;-0,19008242;-0,18773556;-0,6128218;-0,41297293;-0,246045;0,06621315;0,32888702;-0,0004123305;0,20113155;0,70234203;-0,17447032;0,45305786;-0,30565453;-0,020862194;-0,029323742;0,061795544;0,34467006;0,03585495
novo planalto;Goiás;Não;1,0590905e-05;-0,15966609;-2,751869;0,0034063323;-0,5222334;-0,073665366;0,08510715;-0,2998237;-0,44728512;-1,3388277;-1,0011855;-0,41791156;-0,3873136;-0,1358826;-0,24165806;-1,1190026;-0,18643714;0,5420559;-0,35229978;-1,271181;-0,14994149;-0,1666283;-0,14109968;0,105999656;-0,39903113;-0,25699902;0,064342715;0,18498357;-0,2296904;0,19179046;0,5303507;-0,2032625;0,45731035;-0,5853794;-0,30026865;-0,24005422;0,09110594;0,3325213;0,0439165
turvolândia;Minas Gerais;Não;1,0590743e-05;-0,2645293;-2,749635;0,00844458;-0,67957354;-0,071129665;0,12542893;0,1851876;-0,37420785;-1,4899625;-1,0075339;0,2972956;-0,4162257;-0,13863218;-0,27012503;-1,1148101;-0,44980627;0,31283137;-0,24617352;-1,4385121;0,029582748;0,035869572;-0,04000853;-0,70609874;-0,4222107;-0,19997993;0,060100503;0,2898932;0,040017568;0,16997352;0,46684015;-0,1714485;0,44984102;-0,5248673;-0,34205905;-0,050355826;-0,43705276;0,33653006;0,05138071
boa ventura de são roque;Paraná;Não;1,059051e-05;-0,13334109;-2,7156432;-0,5671641;-0,7255616;0,18408184;0,10758763;-0,3573828;-0,34111488;-1,3105501;-0,967349;-0,38621622;-0,38286695;-0,12678258;-0,24586213;-1,0528979;-0,4659403;0,3729792;-0,3161895;-1,3084941;-0,15782695;-0,15894191;-0,25234944;0,36772954;-0,40790606;-0,18034436;0,05355691;0,21951118;-0,025981907;0,35255405;0,64720404;-0,17118786;0,44660354;-0,51585543;-0,157228;-0,013747416;-0,3480528;0,26914695;0,026078185
monte azul paulista;São Paulo;Não;1,0571238e-05;-0,42886156;-1,6045624;-0,005640503;0,13971621;-0,28271824;0,08931128;-0,63318014;-0,32893473;-1,7556386;0,049075507;-0,6358661;-0,6427305;-0,22973284;-0,31046152;-1,5939567;-0,57523644;0,008477662;-0,55591637;0,7759742;0,0011764853;0,03367107;-0,55714315;-0,57575434;-0,5355653;-0,20119052;0,08722814;0,2164045;-0,31878063;-0,5880374;0,51340866;-0,08875581;0,34515843;-0,31264275;-0,20017222;0,0767329;0,11040363;0,096314445;-0,32914636
coqueiros do sul;Rio Grande do Sul;Não;1,0551687e-05;-0,15857626;-3,0040805;0,26406667;-0,42607024;-0,22705352;0,08335586;-0,2852831;-0,37438685;-1,4466456;-1,0323137;-0,44779295;-0,4577172;-0,13369992;-0,24611442;-1,0772479;-0,097811155;0,38613808;-0,41283166;-1,4159418;-0,0088455025;0,050823256;-0,36822635;0,3929757;-0,4233828;-0,2037127;0,054673992;0,0055625914;0,05322505;0,2354146;0,43127924;-0,18101737;0,44966927;-0,4814481;-0,16463639;-0,015990814;-0,37501797;0,2558364;0,053412125
águas frias;Santa Catarina;Não;1,0513308e-05;-0,1774854;-2,7396703;0,040611625;0,17761493;-0,11064235;0,17824376;-0,31296307;-0,38642058;-1,3649545;-0,993486;-0,49155146;-0,31007308;-0,15486261;-0,2299035;-1,126379;0,11761698;0,45303807;-0,5210621;-1,5908641;-0,16011795;-0,099437065;-0,061092906;-0,36620846;-0,4961688;0,21763082;0,060939625;0,25939742;0,0060992567;0,2685326;0,11400498;-0,19417147;-0,09688864;-0,4983794;-0,14793563;-0,047960296;-0,3710967;0,34790656;0,055079654
sarapuí;São Paulo;Não;1,049913e-05;-0,15342905;-2,7669501;-0,18069534;-0,76098096;-0,1204209;0,15384042;0,0032405136;-0,45331573;-1,4325846;-1,0290245;0,2971078;-0,43372753;-0,120490596;-0,2554479;-1,2012829;-0,0075644804;0,32737827;-0,21618922;-1,5305504;-0,17544651;-0,16560747;-0,23645519;-0,47016868;-0,49323678;-0,2680328;0,052722763;0,26707718;0,09914095;0,23920909;0,5491862;-0,22243698;0,46720538;-0,5584804;-0,36302325;-0,025563803;0,03533082;0,36257073;0,032685764
lagoa do tocantins;Tocantins;Não;1,0498349e-05;-0,44957227;-2,6625404;-0,7950937;-0,8517253;0,20094419;0,11385324;-0,37807983;-0,36067012;-1,4636265;0,48336592;-0,40248403;-0,35946462;-0,14203614;-0,22579947;-1,1092237;-0,49476165;0,37722915;0,23578933;-1,3844459;-0,16810705;-0,1798381;-0,19482352;-0,65129066;-0,4102924;-0,17035678;0,081035696;0,31880063;0,02207448;0,18893835;0,3371324;-0,18659002;0,49396378;-0,5324378;-0,32958952;-0,041568432;-0,15326652;0,44438255;0,045686975
tapiraí;Minas Gerais;Não;1,0477055e-05;-0,23694244;-2,9875631;0,20693253;-0,3908962;-0,23016882;0,056972325;0,26081172;-0,40924487;-1,4281832;-1,0077273;-0,44332018;-0,42667925;-0,14086954;-0,2642385;-1,1071175;-0,36408448;0,42619646;-0,36079568;-1,2119999;-0,12764348;-0,16638348;-0,40162984;0,5605645;-0,34377274;-0,13602623;0,058393426;0,15613241;-0,124180794;0,17444044;0,49636203;-0,194257;0,4689442;-0,58992654;-0,35120034;-0,04103064;-0,47454122;0,27849612;0,059662603
são domingos do norte;Espírito Santo;Não;1,0465422e-05;-0,29827014;-2,521645;0,07002802;-0,6831674;-0,15251358;0,13607483;0,04403495;-0,49146083;-1,3046166;-1,0557557;-0,45817113;-0,49323714;-0,16323325;-0,28349045;-1,213259;-0,61752814;-0,18002397;-0,33237123;-1,241403;-0,13827276;-0,15719953;-0,17991039;-0,34756342;0,34070215;0,09351873;-0,20330872;0,2385636;-0,0029776515;0,21996883;0,4988787;0,1917864;0,5762614;-0,51866436;-0,34731123;-0,032648467;-0,1397991;0,31937218;0,07098362
grupiara;Minas Gerais;Não;1,0463585e-05;-0,24348918;-2,8991995;0,34340924;-0,109678276;-0,25488812;0,13990775;-0,37116656;-0,15038572;-0,451586;0,38095552;-0,4859236;-0,41371578;-0,2031375;-0,17894153;-1,1131318;0,14282061;0,24359775;-0,5315194;-1,3011886;0,0718957;-0,019801848;-0,40425175;-0,5146101;-0,57372576;-0,3562122;0,05954781;-0,6363656;-0,29224038;-0,5606761;0,3629474;-0,13471855;0,4396703;-0,5832522;-0,27521932;-0,024125606;-0,3607798;0,44458625;0,056793656
riachão das neves;Bahia;Não;1,045743e-05;0,08898698;-2,5122988;-0,6381452;-0,8652036;-0,062467784;0,17828673;-0,38734853;-0,42323452;-1,1953672;-1,0111854;-0,41497663;-0,31498322;-0,16416587;-0,23755436;-1,1151328;-0,40757638;0,26410744;0,22216581;-1,3161335;-0,16643223;-0,16761665;-0,2514676;-0,40953922;-0,41037193;-0,025605928;0,05870035;0,27787596;-0,15262578;0,18684465;0,6898313;-0,1918254;0,46819016;-0,49051294;0,027254077;-0,33268908;0,073093876;0,33450016;0,03623174
maquiné;Rio Grande do Sul;Não;1,0435304e-05;-0,31868252;-2,8521059;0,22250965;-0,5088795;-0,20445433;0,11325518;-0,30774355;-0,41500172;-1,4759411;-1,049929;0,15836458;-0,41965294;-0,17140272;-0,23771128;-1,1625533;0,03862323;0,30177397;-0,41206628;-1,5131407;-0,12370676;-0,14377427;0,08913734;-0,009557715;-0,38032213;-0,2383756;0,0535408;0,18347247;-0,008407763;0,18069997;0,46995342;-0,1728846;0,42345294;-0,5175227;-0,36502448;-0,02705821;-0,35877556;0,32506084;0,07432701
são joão do araguaia;Pará;Não;1,043409e-05;-0,18817797;-2,7293167;-0,68628883;-0,82304734;-0,006269047;0,07993069;-0,35283282;-0,39554554;-1,3933209;-1,0089557;-0,38248625;-0,39944214;-0,13942294;-0,2400249;-1,0723013;-0,07015659;0,41192302;0,25891107;-1,5005393;-0,16330701;-0,16724928;-0,26563352;0,3441941;-0,3988771;-0,19887243;0,056894556;0,23056693;-0,002065905;0,16402522;0,6499363;-0,17774384;0,43103933;-0,4690183;-0,3487864;-0,014370089;-0,091029644;0,26602262;0,03101488
chapada da natividade;Tocantins;Não;1,0408975e-05;-0,27073812;-2,5904615;-0,63359624;-0,7963335;0,20936231;0,11292421;-0,35056582;-0,3906965;-1,3215977;-0,92125183;-0,3868297;-0,30772874;-0,13269949;-0,2525253;-1,063096;-0,41483766;0,35166967;0,23771468;-1,2536137;-0,16437085;-0,1827613;-0,20058233;-0,6727734;-0,41167378;-0,22944808;0,068736926;0,30577675;-0,16599211;0,18303522;0,68003845;-0,18659002;0,43281657;-0,523568;-0,14583135;0,101758264;0,13264841;0,3522968;0,038345814
paraíso do norte;Paraná;Não;1,0405641e-05;-0,37843344;-2,710242;0,0069778543;-0,8768383;-0,07180183;0,10623644;-0,43234402;-0,083408855;-0,5276347;-0,5439003;-0,46204263;-0,6426066;-0,22689414;-0,27838933;-0,7028632;-0,86613697;0,07316897;0,36568984;0,8044691;-0,18461414;0,039367467;-0,050211996;-0,828863;-0,46470043;-0,09518828;0,07978071;-0,8628906;-0,026157632;-0,65130544;0,5705007;-0,1343492;0,45794904;-0,4994453;-0,3491268;-0,051807486;-0,35763863;0,3142596;-0,22192404
ibituruna;Minas Gerais;Não;1,0394344e-05;-0,23713112;-2,966731;-0,17803095;-0,65449923;-0,22245252;0,056787252;0,15687479;-0,48338214;-1,4268936;-0,984724;-0,46182132;-0,3931461;-0,16864674;-0,26260537;-1,1408976;-0,315943;0,27168006;-0,3135968;-1,2031462;0,005899165;-0,17434257;-0,16079155;0,52400726;-0,31105995;-0,13355839;0,061198227;0,2473981;-0,12941636;0,17807564;0,54596364;-0,17535499;0,45566523;-0,53607076;-0,3512256;-0,040176723;-0,17749251;0,28910896;0,046037793
governador lindenberg;Espírito Santo;Não;1,0394225e-05;-0,16346397;-2,8894734;0,03664033;-0,52683103;-0,13031642;0,08152481;-0,263172;-0,358819;-1,4232172;-1,0214018;-0,42768168;-0,3928014;-0,12449117;-0,24611442;-1,0078405;-0,05532348;0,53248084;-0,3853656;-1,3450028;-0,0030678122;-0,16794571;-0,18748674;0,14009762;-0,37998846;-0,2340148;0,04378792;0,07424147;-0,0069231195;0,18761572;0,47653013;-0,17002642;0,4478055;-0,5084673;-0,34507158;-0,017855065;-0,36566728;0,31739387;0,04526288
mirim doce;Santa Catarina;Não;1,0390072e-05;-0,15631384;-2,5685434;0,056202244;-0,7856545;-0,20886606;0,1558799;-0,31388125;-0,36639494;-1,1868268;-1,0082371;-0,4068382;-0,37226784;-0,12250563;-0,24538231;-0,9926843;0,12614569;0,44359872;-0,32073963;-1,4408315;-0,15532264;-0,16074967;-0,21613628;-0,3178855;-0,50904864;0,13392872;0,052473485;0,25410184;-0,06667645;0,18884271;0,16350996;0,15353034;0,5091269;-0,4856512;-0,3297203;-0,008636724;-0,36079267;0,31731525;-0,21291946
montividiu;Goiás;Não;1,0383822e-05;-0,28919223;-2,6631367;-0,59848696;-0,49318543;-0,09458914;0,12906083;-0,29202068;-0,35935605;-1,3772925;-0,92612225;-0,37387556;-0,38403141;-0,1975084;-0,2661246;-1,1488336;-0,4002198;0,045697324;0,037382007;-1,3328476;-0,14209098;0,11092155;-0,12935945;-0,71131176;-0,40858835;-0,23481672;0,06445257;0,29326683;-0,037816618;0,25717422;0,6299584;-0,19421086;0,44248983;-0,34575713;0,20648383;0,053431556;-0,028792936;0,3505946;0,043196246
cedro do abaeté;Minas Gerais;Não;1,0382683e-05;-0,1473202;-2,7757683;0,24170272;-0,73334527;-0,23074244;0,08157311;-0,32327712;-0,44377568;-1,2991585;-1,0312161;-0,441375;-0,3981261;-0,1253748;-0,24165806;-1,1118747;-0,17953056;0,38595235;-0,34691176;-1,2756793;-0,15291712;-0,16232586;-0,24164389;0,4145026;-0,3943569;-0,19767945;0,058524396;0,15029296;-0,13784024;0,17126396;0,5161212;-0,1994924;0,45461902;-0,52098036;-0,29966664;-0,24182093;0,11015378;0,266917;0,036672868
bonito;Pernambuco;Não;1,0372549e-05;-0,13407993;-1,0095468;-0,72955316;-1,1404525;-0,14091164;0,04425957;0,2726855;-0,69290996;-1,2609466;-1,1024576;-0,49011838;-0,3858111;-0,23248015;-0,25614402;-1,2344297;-0,14568011;0,015036442;0,2729186;-1,2483746;-0,1790419;-0,2869765;-0,2142126;0,4870513;-0,3514052;-0,0714984;0,008501949;0,28289494;-0,18315561;-0,6057652;0,56640434;-0,12567565;-0,08437488;-0,5742287;-0,42677444;0,07481572;0,122899674;0,34149426;0,051497143
itarema;Ceará;Não;1,03704915e-05;-0,13199517;-2,7342486;-0,70879984;-0,8944418;0,17487329;0,14103101;-0,37541673;-0,43095863;-1,2824291;-1,0859787;-0,40229344;-0,4380838;-0,14729097;-0,21128604;-1,0691857;-0,49371073;0,4095971;0,24911863;-1,4270235;-0,18121864;-0,15741426;-0,31220895;0,2775333;-0,37441644;-0,047637813;0,058255702;0,22802174;0,073408954;0,16936764;0,67366123;-0,1918254;0,47417074;-0,5194938;-0,35405254;-0,010619657;-0,06626604;0,30164972;0,05086799
altair;São Paulo;Não;1,03698885e-05;-0,1710986;-2,8548522;-0,19102345;-0,692806;-0,11425889;0,16633867;0,28974018;-0,4580963;-1,3664461;-0,99906474;-0,45767882;-0,40397775;-0,12602432;-0,25010496;-1,2361263;-0,0124101;0,41970235;-0,34440342;-1,4885738;-0,13288473;0,0060001407;-0,21935347;-0,51415384;-0,51291263;-0,32298893;0,05364015;0,27291086;-0,17938244;0,19007862;0,5765348;-0,20307462;0,480068;-0,27194935;0,029267527;-0,0133709675;-0,067761675;0,32112974;0,032573335
avelino lopes;Piauí;Não;1,036704e-05;-0,28323212;-2,6536257;-0,68682724;-0,8003697;-0,08950383;0,04263661;-0,35778457;-0,38859364;-1,3065709;-0,9769797;-0,43207306;-0,4053934;-0,17045256;-0,26939964;-1,100068;-0,17995137;0,035815194;0,23714228;-1,1854117;-0,17077366;-0,20884287;-0,20706248;0,410087;-0,2573967;-0,0543076;0,06706271;0,23298872;-0,0020570373;0,15617463;0,6250057;-0,17263691;0,41402873;-0,57309073;-0,29652855;-0,23044547;0,13098808;0,3007845;0,039589934
pinheiros;Espírito Santo;Não;1,0366951e-05;-0,05734171;-2,7367873;-0,6358389;-0,8187973;-0,098309085;0,11898233;0,1690544;-0,45462492;-1,4697262;-1,0004494;-0,47907498;-0,3431566;-0,18226513;-0,28591904;-1,193695;-0,5139196;0,05808223;0,046131283;-0,37640214;-0,0067656753;-0,15125607;-0,15065414;-0,6094044;-0,50851804;-0,29416865;0,049754106;0,36104304;-0,18589011;0,39032483;0,69156647;-0,17508473;0,4592828;-0,45499063;-0,145746;-0,018368203;-0,13431929;0,33145794;0,03870508
bom jesus das selvas;Maranhão;Não;1,0364767e-05;-0,093968935;-2,3963974;-0,63971645;-0,78298134;-0,03925472;0,11199712;-0,36420357;-0,3799572;-1,2969829;-1,05115;-0,36512914;-0,36180174;-0,20333458;-0,22492506;-1,0445195;-0,35183436;0,33936417;0,22633722;-1,2202891;-0,1694647;-0,18423708;-0,18722817;-0,606625;-0,37149608;-0,19886136;0,06821388;0,31373534;0,0038797534;0,19212937;0,68519676;-0,17250845;0,43785858;-0,47612485;-0,2867237;-0,22741747;0,12667859;0,38748473;0,03696268
dionísio;Minas Gerais;Não;1,0362158e-05;-0,09617308;-2,3511875;0,023970027;-0,7297129;-0,2542461;0,16616204;0,24760026;-0,5430891;-1,2296652;-0,9304012;-0,5653825;-0,41399676;-0,1556436;-0,29795033;-1,2669946;-0,48101902;0,60237676;-0,5335921;0,54825926;-0,19156301;-0,1758394;-0,34365767;-0,4941854;-0,490875;-0,1601403;0,08011782;0,35996798;-0,22607209;-0,47978207;0,54709977;-0,13873512;-0,046607085;-0,4601012;-0,32859823;-0,29296252;0,041385036;0,24823283;0,04545428
taquarussu;Mato Grosso do Sul;Não;1,0355282e-05;-0,32299986;-3,0074265;-0,18538012;-0,6171939;-0,10732839;0,069505684;-0,31776676;-0,39160997;-1,507558;-0,11900323;-0,4128477;-0,44252092;-0,22536506;-0,25588736;-1,1069708;-0,34432346;0,27531785;-0,30702183;-1,2410804;-0,17687936;-0,1586557;-0,20128763;0,5693253;-0,424098;-0,10961115;0,058487616;0,25452393;-0,14037101;0,19238836;0,5303216;-0,19194405;0,5074489;-0,5684932;0,06059979;-0,037612814;-0,43680432;0,323511;-0,2515991
dona emma;Santa Catarina;Não;1,0350967e-05;-0,15439036;-2,5115108;-0,029720897;-0,7372374;-0,10328978;0,16419476;-0,35925356;-0,3664722;-1,1769437;-0,95195186;-0,21320295;-0,28638235;-0,1296697;-0,24611442;-1,0578971;0,074424565;0,32618228;-0,40132812;-1,5720501;-0,06557237;0,06972285;-0,089652024;-0,49650794;-0,43038857;-0,27197918;0,046758756;0,28331065;-0,03412615;0,1667864;-0,13770534;0,31337246;0,4432691;-0,5027751;-0,3120428;-0,0148617495;-0,35778102;0,3175988;0,036568813
ponta porã;Mato Grosso do Sul;Não;1,03417515e-05;-0,13788024;-3,453872;-0,7525076;-0,8108665;0,16938621;0,050723396;-0,67607117;-0,5220243;-1,7854632;-0,13873655;-0,20468582;0,5508924;-0,08242468;-0,16529757;-0,11952847;-0,35458398;0,05417236;0,3318237;-0,9948174;-0,18174662;-0,2308119;-0,31366843;0,4255403;-0,3942097;-0,09848944;-0,2282227;0,17783797;-0,37025225;-0,51570034;0,6067132;-0,13374554;-0,02534563;-0,57549745;-0,12446932;-0,031238385;-0,14840883;0,38357368;0,050383184
