nomeLocalidade;estado;Probabilidade
cocal dos alves;Piauí;0
coivaras;Piauí;0
colônia do gurguéia;Piauí;0
colônia do piauí;Piauí;0
conceição do canindé;Piauí;0
coronel josé dias;Piauí;0
corrente;Piauí;0
cristino castro;Piauí;0
barra d'alcântara;Piauí;0
curimatá;Piauí;0
currais;Piauí;0
curral novo do piauí;Piauí;0
curralinhos;Piauí;0
dirceu arcoverde;Piauí;0
dom inocêncio;Piauí;0
domingos mourão;Piauí;0
elesbão veloso;Piauí;0
eliseu martins;Piauí;0
fartura do piauí;Piauí;0
flores do piauí;Piauí;0
floresta do piauí;Piauí;0
caraúbas do piauí;Piauí;0
caracol;Piauí;0
capitão gervásio oliveira;Piauí;0
capitão de campos;Piauí;0
barreiras do piauí;Piauí;0
batalha;Piauí;0
bela vista do piauí;Piauí;0
belém do piauí;Piauí;0
beneditinos;Piauí;0
bertolínia;Piauí;0
betânia do piauí;Piauí;0
boa hora;Piauí;0
bocaina;Piauí;0
bom jesus;Piauí;0
bom princípio do piauí;Piauí;0
bonfim do piauí;Piauí;0
boqueirão do piauí;Piauí;0
brasileira;Piauí;0
brejo do piauí;Piauí;0
buriti dos montes;Piauí;0
cabeceiras do piauí;Piauí;0
cajazeiras do piauí;Piauí;0
caldeirão grande do piauí;Piauí;0
campinas do piauí;Piauí;0
campo alegre do fidalgo;Piauí;0
campo grande do piauí;Piauí;0
campo largo do piauí;Piauí;0
canavieira;Piauí;0
canto do buriti;Piauí;0
tucumã;Pará;0
tomé-açu;Pará;0
canápolis;Minas Gerais;0
lagoa formosa;Minas Gerais;0
joaíma;Minas Gerais;0
joanésia;Minas Gerais;0
joaquim felício;Minas Gerais;0
jordânia;Minas Gerais;0
josé gonçalves de minas;Minas Gerais;0
josé raydan;Minas Gerais;0
josenópolis;Minas Gerais;0
juramento;Minas Gerais;0
juvenília;Minas Gerais;0
ladainha;Minas Gerais;0
lagamar;Minas Gerais;0
lagoa dos patos;Minas Gerais;0
lagoa grande;Minas Gerais;0
jequitibá;Minas Gerais;0
lassance;Minas Gerais;0
leandro ferreira;Minas Gerais;0
leme do prado;Minas Gerais;0
liberdade;Minas Gerais;0
lima duarte;Minas Gerais;0
limeira do oeste;Minas Gerais;0
luislândia;Minas Gerais;0
luminárias;Minas Gerais;0
machacalis;Minas Gerais;0
madre de deus de minas;Minas Gerais;0
mamonas;Minas Gerais;0
manga;Minas Gerais;0
jequitinhonha;Minas Gerais;0
jequitaí;Minas Gerais;0
martinho campos;Minas Gerais;0
itinga;Minas Gerais;0
ipiaçu;Minas Gerais;0
iraí de minas;Minas Gerais;0
itacambira;Minas Gerais;0
itacarambi;Minas Gerais;0
itaipé;Minas Gerais;0
itamarandiba;Minas Gerais;0
itambacuri;Minas Gerais;0
itambé do mato dentro;Minas Gerais;0
itanhomi;Minas Gerais;0
itapagipe;Minas Gerais;0
itapecerica;Minas Gerais;0
itaverava;Minas Gerais;0
itueta;Minas Gerais;0
jequeri;Minas Gerais;0
itutinga;Minas Gerais;0
jaboticatubas;Minas Gerais;0
jacinto;Minas Gerais;0
jacuí;Minas Gerais;0
jaguaraçu;Minas Gerais;0
jaíba;Minas Gerais;0
jampruca;Minas Gerais;0
januária;Minas Gerais;0
japaraíba;Minas Gerais;0
japonvar;Minas Gerais;0
jeceaba;Minas Gerais;0
jenipapo de minas;Minas Gerais;0
marliéria;Minas Gerais;0
materlândia;Minas Gerais;0
terra santa;Pará;0
passa-vinte;Minas Gerais;0
olhos-d'água;Minas Gerais;0
oliveira fortes;Minas Gerais;0
onça de pitangui;Minas Gerais;0
padre carvalho;Minas Gerais;0
pai pedro;Minas Gerais;0
paineiras;Minas Gerais;0
pains;Minas Gerais;0
palma;Minas Gerais;0
palmópolis;Minas Gerais;0
papagaios;Minas Gerais;0
passa tempo;Minas Gerais;0
passabém;Minas Gerais;0
patis;Minas Gerais;0
novorizonte;Minas Gerais;0
paulistas;Minas Gerais;0
pavão;Minas Gerais;0
peçanha;Minas Gerais;0
pedra azul;Minas Gerais;0
pedra do anta;Minas Gerais;0
pedra do indaiá;Minas Gerais;0
pedras de maria da cruz;Minas Gerais;0
pedrinópolis;Minas Gerais;0
pedro teixeira;Minas Gerais;0
pequi;Minas Gerais;0
perdizes;Minas Gerais;0
pescador;Minas Gerais;0
olaria;Minas Gerais;0
novo oriente de minas;Minas Gerais;0
mathias lobato;Minas Gerais;0
monte azul;Minas Gerais;0
matias cardoso;Minas Gerais;0
matutina;Minas Gerais;0
medeiros;Minas Gerais;0
medina;Minas Gerais;0
mendes pimentel;Minas Gerais;0
mesquita;Minas Gerais;0
minas novas;Minas Gerais;0
minduri;Minas Gerais;0
mirabela;Minas Gerais;0
miravânia;Minas Gerais;0
monjolos;Minas Gerais;0
montalvânia;Minas Gerais;0
monte formoso;Minas Gerais;0
novo cruzeiro;Minas Gerais;0
montezuma;Minas Gerais;0
morada nova de minas;Minas Gerais;0
morro da garça;Minas Gerais;0
morro do pilar;Minas Gerais;0
mutum;Minas Gerais;0
nacip raydan;Minas Gerais;0
natalândia;Minas Gerais;0
natércia;Minas Gerais;0
nazareno;Minas Gerais;0
ninheira;Minas Gerais;0
nova belém;Minas Gerais;0
nova módica;Minas Gerais;0
inimutaba;Minas Gerais;0
ingaí;Minas Gerais;0
indianópolis;Minas Gerais;0
coroaci;Minas Gerais;0
conceição da barra de minas;Minas Gerais;0
conceição de ipanema;Minas Gerais;0
conceição do mato dentro;Minas Gerais;0
conceição do pará;Minas Gerais;0
cônego marinho;Minas Gerais;0
congonhas do norte;Minas Gerais;0
conquista;Minas Gerais;0
conselheiro pena;Minas Gerais;0
consolação;Minas Gerais;0
coração de jesus;Minas Gerais;0
cordisburgo;Minas Gerais;0
cordislândia;Minas Gerais;0
coromandel;Minas Gerais;0
comendador gomes;Minas Gerais;0
coronel murta;Minas Gerais;0
coronel pacheco;Minas Gerais;0
coronel xavier chaves;Minas Gerais;0
córrego danta;Minas Gerais;0
córrego novo;Minas Gerais;0
couto de magalhães de minas;Minas Gerais;0
crisólita;Minas Gerais;0
cristais;Minas Gerais;0
cristália;Minas Gerais;0
cruzeiro da fortaleza;Minas Gerais;0
cuparaque;Minas Gerais;0
curral de dentro;Minas Gerais;0
comercinho;Minas Gerais;0
claro dos poções;Minas Gerais;0
indaiabira;Minas Gerais;0
carneirinho;Minas Gerais;0
candeias;Minas Gerais;0
capetinga;Minas Gerais;0
capinópolis;Minas Gerais;0
capitão andrade;Minas Gerais;0
capitão enéas;Minas Gerais;0
caraí;Minas Gerais;0
caranaíba;Minas Gerais;0
carbonita;Minas Gerais;0
carlos chagas;Minas Gerais;0
carmésia;Minas Gerais;0
carmo da cachoeira;Minas Gerais;0
carmo do rio claro;Minas Gerais;0
carrancas;Minas Gerais;0
claraval;Minas Gerais;0
carvalhos;Minas Gerais;0
casa grande;Minas Gerais;0
cascalho rico;Minas Gerais;0
catas altas;Minas Gerais;0
catas altas da noruega;Minas Gerais;0
catuji;Minas Gerais;0
catuti;Minas Gerais;0
cedro do abaeté;Minas Gerais;0
chácara;Minas Gerais;0
chapada do norte;Minas Gerais;0
chapada gaúcha;Minas Gerais;0
chiador;Minas Gerais;0
datas;Minas Gerais;0
delfim moreira;Minas Gerais;0
delfinópolis;Minas Gerais;0
grão mogol;Minas Gerais;0
francisco sá;Minas Gerais;0
franciscópolis;Minas Gerais;0
frei gaspar;Minas Gerais;0
frei inocêncio;Minas Gerais;0
frei lagonegro;Minas Gerais;0
fronteira dos vales;Minas Gerais;0
fruta de leite;Minas Gerais;0
funilândia;Minas Gerais;0
gameleiras;Minas Gerais;0
glaucilândia;Minas Gerais;0
goianá;Minas Gerais;0
gouveia;Minas Gerais;0
grupiara;Minas Gerais;0
descoberto;Minas Gerais;0
guapé;Minas Gerais;0
guaraciama;Minas Gerais;0
guarda-mor;Minas Gerais;0
guimarânia;Minas Gerais;0
gurinhatã;Minas Gerais;0
ibertioga;Minas Gerais;0
ibiaí;Minas Gerais;0
ibiracatu;Minas Gerais;0
ibiraci;Minas Gerais;0
ibituruna;Minas Gerais;0
icaraí de minas;Minas Gerais;0
iguatama;Minas Gerais;0
francisco dumont;Minas Gerais;0
francisco badaró;Minas Gerais;0
fortuna de minas;Minas Gerais;0
fortaleza de minas;Minas Gerais;0
desterro de entre rios;Minas Gerais;0
desterro do melo;Minas Gerais;0
diogo de vasconcelos;Minas Gerais;0
dionísio;Minas Gerais;0
divino das laranjeiras;Minas Gerais;0
divisópolis;Minas Gerais;0
dom bosco;Minas Gerais;0
dom joaquim;Minas Gerais;0
dores de guanhães;Minas Gerais;0
dores do turvo;Minas Gerais;0
doresópolis;Minas Gerais;0
douradoquara;Minas Gerais;0
engenheiro navarro;Minas Gerais;0
espinosa;Minas Gerais;0
espírito santo do dourado;Minas Gerais;0
estrela dalva;Minas Gerais;0
estrela do indaiá;Minas Gerais;0
estrela do sul;Minas Gerais;0
faria lemos;Minas Gerais;0
felício dos santos;Minas Gerais;0
felisburgo;Minas Gerais;0
felixlândia;Minas Gerais;0
fernandes tourinho;Minas Gerais;0
ferros;Minas Gerais;0
formoso;Minas Gerais;0
piau;Minas Gerais;0
piedade do rio grande;Minas Gerais;0
piedade dos gerais;Minas Gerais;0
breves;Pará;0
anapu;Pará;0
aurora do pará;Pará;0
aveiro;Pará;0
bagre;Pará;0
baião;Pará;0
bannach;Pará;0
belterra;Pará;0
bom jesus do tocantins;Pará;0
bonito;Pará;0
brasil novo;Pará;0
brejo grande do araguaia;Pará;0
breu branco;Pará;0
bujaru;Pará;0
altamira;Pará;0
cachoeira do arari;Pará;0
cachoeira do piriá;Pará;0
canaã dos carajás;Pará;0
capitão poço;Pará;0
chaves;Pará;0
colares;Pará;0
conceição do araguaia;Pará;0
cumaru do norte;Pará;0
curionópolis;Pará;0
curralinho;Pará;0
curuá;Pará;0
dom eliseu;Pará;0
anajás;Pará;0
almeirim;Pará;0
tiros;Minas Gerais;0
varzelândia;Minas Gerais;0
tupaciguara;Minas Gerais;0
turmalina;Minas Gerais;0
turvolândia;Minas Gerais;0
ubaí;Minas Gerais;0
umburatiba;Minas Gerais;0
união de minas;Minas Gerais;0
uruana de minas;Minas Gerais;0
urucuia;Minas Gerais;0
vargem bonita;Minas Gerais;0
vargem grande do rio pardo;Minas Gerais;0
varjão de minas;Minas Gerais;0
várzea da palma;Minas Gerais;0
vazante;Minas Gerais;0
alenquer;Pará;0
verdelândia;Minas Gerais;0
veredinha;Minas Gerais;0
veríssimo;Minas Gerais;0
virgem da lapa;Minas Gerais;0
virginópolis;Minas Gerais;0
virgolândia;Minas Gerais;0
volta grande;Minas Gerais;0
wenceslau braz;Minas Gerais;0
abel figueiredo;Pará;0
acará;Pará;0
afuá;Pará;0
água azul do norte;Pará;0
eldorado dos carajás;Pará;0
faro;Pará;0
floresta do araguaia;Pará;0
santa maria das barreiras;Pará;0
piçarra;Pará;0
placas;Pará;0
ponta de pedras;Pará;0
portel;Pará;0
porto de moz;Pará;0
prainha;Pará;0
rio maria;Pará;0
rondon do pará;Pará;0
rurópolis;Pará;0
salvaterra;Pará;0
santa cruz do arari;Pará;0
santa luzia do pará;Pará;0
santana do araguaia;Pará;0
garrafão do norte;Pará;0
santarém;Pará;0
são caetano de odivelas;Pará;0
são domingos do araguaia;Pará;0
são domingos do capim;Pará;0
são félix do xingu;Pará;0
são geraldo do araguaia;Pará;0
são joão do araguaia;Pará;0
são sebastião da boa vista;Pará;0
sapucaia;Pará;0
senador josé porfírio;Pará;0
soure;Pará;0
tailândia;Pará;0
peixe-boi;Pará;0
pau d'arco;Pará;0
paragominas;Pará;0
palestina do pará;Pará;0
goianésia do pará;Pará;0
gurupá;Pará;0
inhangapi;Pará;0
ipixuna do pará;Pará;0
irituia;Pará;0
itaituba;Pará;0
itupiranga;Pará;0
jacareacanga;Pará;0
jacundá;Pará;0
juruti;Pará;0
limoeiro do ajuru;Pará;0
magalhães barata;Pará;0
medicilândia;Pará;0
melgaço;Pará;0
moju;Pará;0
monte alegre;Pará;0
muaná;Pará;0
nova esperança do piriá;Pará;0
nova ipixuna;Pará;0
novo progresso;Pará;0
novo repartimento;Pará;0
óbidos;Pará;0
oeiras do pará;Pará;0
oriximiná;Pará;0
pacajá;Pará;0
tumiritinga;Minas Gerais;0
tarumirim;Minas Gerais;0
pimenta;Minas Gerais;0
santa maria do salto;Minas Gerais;0
ritápolis;Minas Gerais;0
romaria;Minas Gerais;0
rubelita;Minas Gerais;0
rubim;Minas Gerais;0
sabinópolis;Minas Gerais;0
salto da divisa;Minas Gerais;0
santa bárbara do monte verde;Minas Gerais;0
santa bárbara do tugúrio;Minas Gerais;0
santa cruz de salinas;Minas Gerais;0
santa cruz do escalvado;Minas Gerais;0
santa fé de minas;Minas Gerais;0
santa helena de minas;Minas Gerais;0
santa maria do suaçuí;Minas Gerais;0
rio preto;Minas Gerais;0
santa rita de caldas;Minas Gerais;0
santa rita de ibitipoca;Minas Gerais;0
santa rita de jacutinga;Minas Gerais;0
santa rita do itueto;Minas Gerais;0
santa rosa da serra;Minas Gerais;0
santana de cataguases;Minas Gerais;0
santana de pirapama;Minas Gerais;0
santana do deserto;Minas Gerais;0
santana do garambéu;Minas Gerais;0
santana do manhuaçu;Minas Gerais;0
santana dos montes;Minas Gerais;0
santo antônio do aventureiro;Minas Gerais;0
rio vermelho;Minas Gerais;0
rio pardo de minas;Minas Gerais;0
taquaraçu de minas;Minas Gerais;0
presidente bernardes;Minas Gerais;0
pintópolis;Minas Gerais;0
piracema;Minas Gerais;0
pirajuba;Minas Gerais;0
piranguçu;Minas Gerais;0
pocrane;Minas Gerais;0
pompéu;Minas Gerais;0
ponto chique;Minas Gerais;0
ponto dos volantes;Minas Gerais;0
porteirinha;Minas Gerais;0
poté;Minas Gerais;0
pouso alto;Minas Gerais;0
pratinha;Minas Gerais;0
presidente juscelino;Minas Gerais;0
rio paranaíba;Minas Gerais;0
presidente kubitschek;Minas Gerais;0
presidente olegário;Minas Gerais;0
quartel geral;Minas Gerais;0
queluzito;Minas Gerais;0
resende costa;Minas Gerais;0
ressaquinha;Minas Gerais;0
riachinho;Minas Gerais;0
riacho dos machados;Minas Gerais;0
rio do prado;Minas Gerais;0
rio doce;Minas Gerais;0
rio espera;Minas Gerais;0
rio manso;Minas Gerais;0
santo antônio do itambé;Minas Gerais;0
santo antônio do jacinto;Minas Gerais;0
santo antônio do monte;Minas Gerais;0
serra azul de minas;Minas Gerais;0
são sebastião do rio verde;Minas Gerais;0
são thomé das letras;Minas Gerais;0
são tiago;Minas Gerais;0
são tomás de aquino;Minas Gerais;0
são vicente de minas;Minas Gerais;0
sapucaí-mirim;Minas Gerais;0
sem-peixe;Minas Gerais;0
senador cortes;Minas Gerais;0
senador josé bento;Minas Gerais;0
senador modestino gonçalves;Minas Gerais;0
senhora do porto;Minas Gerais;0
seritinga;Minas Gerais;0
serra da saudade;Minas Gerais;0
santo antônio do retiro;Minas Gerais;0
serra do salitre;Minas Gerais;0
serranópolis de minas;Minas Gerais;0
serranos;Minas Gerais;0
serro;Minas Gerais;0
setubinha;Minas Gerais;0
silveirânia;Minas Gerais;0
silvianópolis;Minas Gerais;0
simão pereira;Minas Gerais;0
tabuleiro;Minas Gerais;0
taparuba;Minas Gerais;0
tapira;Minas Gerais;0
tapiraí;Minas Gerais;0
são sebastião do rio preto;Minas Gerais;0
são sebastião do oeste;Minas Gerais;0
são sebastião do maranhão;Minas Gerais;0
são roque de minas;Minas Gerais;0
santo antônio do rio abaixo;Minas Gerais;0
santo hipólito;Minas Gerais;0
são domingos do prata;Minas Gerais;0
são félix de minas;Minas Gerais;0
são francisco;Minas Gerais;0
são francisco de paula;Minas Gerais;0
são francisco de sales;Minas Gerais;0
são geraldo do baixio;Minas Gerais;0
são gonçalo do rio preto;Minas Gerais;0
são joão batista do glória;Minas Gerais;0
são joão da lagoa;Minas Gerais;0
são joão da mata;Minas Gerais;0
são joão da ponte;Minas Gerais;0
são joão das missões;Minas Gerais;0
são joão do pacuí;Minas Gerais;0
são joão do paraíso;Minas Gerais;0
são josé da barra;Minas Gerais;0
são josé da safira;Minas Gerais;0
são josé da varginha;Minas Gerais;0
são josé do divino;Minas Gerais;0
são josé do jacuri;Minas Gerais;0
são pedro da união;Minas Gerais;0
são pedro do suaçuí;Minas Gerais;0
são pedro dos ferros;Minas Gerais;0
são romão;Minas Gerais;0
xambioá;Tocantins;0
